t,joy_roll,joy_pitch,joy_yaw,gyro_roll,gyro_pitch,gyro_yaw,out_roll,out_pitch,out_yaw
4.6167,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.6333,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.6500,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.6667,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.6833,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.7000,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.7167,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.7333,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2888,0.0000
4.7500,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2888,0.0000
4.7667,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2888,0.0000
4.7833,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8000,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8167,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8333,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8500,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8667,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.8833,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9000,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9167,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9333,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9500,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9667,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
4.9833,0.0000,0.5000,0.0000,0.0000,124.2888,0.0000,0.0000,124.2888,0.0000
